index,rr_interval_ms,source,sampling_rate_hz,heart_rate_bpm,random_seed
844,892.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
845,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
846,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
847,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
848,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
849,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
850,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
851,764.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
852,782.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
853,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
854,918.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
855,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
856,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
857,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
858,872.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
859,890.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
860,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
861,730.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
862,746.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
863,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
864,896.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
